platform,has_profile_pic,bio_length,username_randomness,followers,following,follower_following_ratio,account_age_days,posts,posts_per_day,caption_similarity_score,content_similarity_score,follow_unfollow_rate,spam_comments_rate,generic_comment_rate,suspicious_links_in_bio,verified,is_fake
Twitter,1,12,1,398,690,0.575976845,2982,182,0.061012404,0.520594681,0.920838613,491,120,121,1,1,1
Twitter,0,44,1,419,739,0.566216216,70,183,2.577464789,0.611104073,0.594230025,404,104,76,0,0,1
Facebook,0,126,0,436,671,0.648809524,3765,194,0.051513542,0.810494312,0.353295317,183,8,43,0,1,1
Twitter,0,169,0,378,715,0.527932961,4939,205,0.041497976,0.784196779,0.04191359,281,65,39,0,0,1
Twitter,0,113,1,384,700,0.547788873,2377,200,0.084104289,0.034625377,0.413486553,270,52,61,1,0,1
Twitter,0,176,1,403,677,0.59439528,2206,203,0.091980063,0.030436536,0.867299535,208,80,146,1,0,1
Twitter,0,19,1,347,709,0.488732394,918,202,0.219804135,0.838944813,0.969823338,162,3,48,0,1,1
Instagram,1,243,0,422,717,0.587743733,2746,193,0.070258464,0.574729688,0.084928385,88,125,76,1,0,1
Instagram,0,204,0,392,751,0.521276596,743,197,0.264784946,0.957427335,0.777138107,270,141,40,1,1,1
Twitter,1,80,0,407,714,0.569230769,4151,206,0.049614644,0.431591597,0.258357615,96,104,22,1,0,1
Facebook,1,181,1,411,702,0.584637269,2534,206,0.081262327,0.176741821,0.379436899,74,135,42,1,0,1
Instagram,1,163,1,396,703,0.5625,1838,192,0.104404568,0.473234912,0.54767256,87,96,104,0,1,1
Twitter,1,224,0,376,742,0.506056528,1377,208,0.150943396,0.436544308,0.994728769,5,189,112,0,0,1
Instagram,1,128,1,368,698,0.526466381,410,194,0.472019465,0.517177381,0.208814898,155,172,109,1,0,1
Instagram,0,142,0,384,696,0.550932568,3008,216,0.071784646,0.807947234,0.130498383,62,91,137,1,1,1
Facebook,0,204,1,365,667,0.546407186,2953,188,0.063642519,0.655583988,0.594976986,28,194,104,0,1,1
Twitter,0,16,0,402,698,0.575107296,4243,190,0.044769086,0.185275327,0.853048998,303,189,59,1,0,1
Twitter,1,151,1,365,698,0.522174535,1680,219,0.130279595,0.734477256,0.648215798,190,77,128,1,0,1
Facebook,0,57,1,408,747,0.545454545,1715,209,0.121794872,0.591896213,0.347576401,441,82,139,0,1,1
Facebook,0,71,0,386,734,0.525170068,1198,196,0.163469558,0.578310731,0.976982568,404,69,92,1,0,1
Twitter,0,241,0,438,709,0.616901408,2338,201,0.08593416,0.678256882,0.995032085,203,35,74,0,0,1
Twitter,0,218,0,417,777,0.535989717,3217,214,0.066500932,0.563965459,0.770649103,277,83,144,1,0,1
Facebook,0,108,0,416,736,0.564450475,2957,208,0.070317782,0.457513736,0.802416299,26,128,57,1,1,1
Instagram,1,22,0,381,676,0.562776957,3194,222,0.069483568,0.640380283,0.760841663,84,187,37,1,1,1
Instagram,0,173,1,416,687,0.604651163,27,201,7.178571429,0.72372707,0.257660958,334,140,5,1,1,1
Facebook,1,71,0,418,721,0.578947368,3138,196,0.062440268,0.225766943,0.150264139,440,139,137,1,1,1
Instagram,1,7,0,406,726,0.558459422,2974,174,0.058487395,0.497049894,0.554353505,209,74,25,1,0,1
Facebook,1,58,0,372,702,0.52916074,3166,193,0.060940954,0.458172463,0.954146198,137,99,57,1,1,1
Instagram,1,217,0,385,681,0.564516129,1091,191,0.174908425,0.039903271,0.878292289,277,144,16,1,1,1
Instagram,1,110,0,452,745,0.605898123,250,207,0.824701195,0.834438656,0.106859735,171,174,52,0,1,1
Twitter,0,186,1,373,701,0.531339031,142,199,1.391608392,0.377382024,0.056991167,339,52,4,0,1,1
Twitter,0,12,0,365,736,0.495251018,267,218,0.813432836,0.072689233,0.873770788,338,66,66,0,0,1
Instagram,0,166,0,380,682,0.55636896,4311,207,0.048005566,0.457899097,0.613015072,155,9,106,0,1,1
Instagram,1,228,0,425,695,0.610632184,489,230,0.469387755,0.161480806,0.304321041,228,45,147,1,1,1
Twitter,0,240,1,433,672,0.643387816,496,212,0.426559356,0.704414415,0.561768149,305,82,66,0,0,1
Twitter,0,155,1,394,736,0.534599729,480,227,0.471933472,0.571771575,0.221668592,178,116,130,0,0,1
Twitter,1,216,0,364,735,0.494565217,2691,211,0.078380386,0.270113807,0.946951809,246,3,136,1,1,1
Facebook,1,188,0,409,712,0.573632539,4097,198,0.048316252,0.950473859,0.827197698,491,56,138,1,1,1
Instagram,1,15,1,393,651,0.602760736,3081,212,0.068786502,0.291745348,0.962238017,384,37,112,1,1,1
Twitter,1,118,1,385,750,0.5126498,4937,190,0.038477116,0.554996907,0.187057181,161,139,140,1,0,1
Instagram,0,1,1,386,754,0.511258278,2428,201,0.082750103,0.801567824,0.843670426,162,30,135,1,1,1
Facebook,1,245,0,442,685,0.644314869,844,192,0.227218935,0.513892298,0.560285622,217,129,21,0,0,1
Facebook,1,209,0,457,721,0.632963989,3216,210,0.06527821,0.960855676,0.324991995,316,128,37,1,0,1
Twitter,0,144,1,421,736,0.571234735,3912,205,0.052389471,0.843854567,0.479663355,285,80,26,1,0,1
Facebook,0,29,0,391,746,0.523427041,4078,209,0.051238049,0.921019014,0.944383975,75,24,25,1,0,1
Instagram,1,102,1,405,737,0.548780488,2350,218,0.092726499,0.372702584,0.691452887,461,4,22,0,1,1
Twitter,0,12,1,409,729,0.560273973,650,190,0.291858679,0.548355417,0.359915553,486,47,119,1,0,1
Instagram,1,95,1,361,672,0.53640416,1894,199,0.105013193,0.840166295,0.999899684,451,141,102,1,1,1
Instagram,1,241,0,395,679,0.580882353,2857,195,0.068229531,0.903500034,0.34574292,203,51,64,0,0,1
Facebook,0,220,1,428,727,0.587912088,3251,178,0.054735547,0.944363578,0.813719783,215,73,73,0,1,1
Facebook,0,237,1,404,677,0.595870206,2387,187,0.078308208,0.879151993,0.78437735,423,148,46,1,1,1
Facebook,1,93,0,387,729,0.530136986,1726,188,0.108859294,0.730754904,0.722926638,222,152,60,0,1,1
Facebook,1,81,1,401,704,0.568794326,1355,212,0.156342183,0.024214806,0.669436293,192,98,131,0,0,1
Facebook,1,12,0,407,724,0.56137931,1294,188,0.145173745,0.314953449,0.108665393,292,66,3,1,0,1
Twitter,0,170,1,380,695,0.545977011,3047,204,0.066929134,0.128936285,0.994955944,191,118,28,0,1,1
Instagram,1,212,0,365,719,0.506944444,3259,200,0.061349693,0.154758601,0.161042817,384,177,72,0,0,1
Instagram,1,93,1,432,700,0.616262482,2714,202,0.074401473,0.290907187,0.596134018,398,102,78,1,1,1
Instagram,1,148,1,409,715,0.57122905,404,200,0.49382716,0.074740457,0.249147806,268,32,43,0,0,1
Instagram,1,111,1,410,704,0.581560284,3973,214,0.053850025,0.243031812,0.168777518,412,144,2,0,0,1
Facebook,1,54,1,383,755,0.506613757,4033,182,0.04511651,0.956978837,0.559465371,438,197,78,1,0,1
Instagram,0,80,1,399,678,0.587628866,1547,195,0.125968992,0.311943579,0.836344165,300,33,120,1,1,1
Twitter,1,167,0,395,746,0.528781794,2607,201,0.077070552,0.15971307,0.376945656,259,153,138,0,1,1
Twitter,1,210,0,401,693,0.577809798,2826,227,0.080297135,0.71830018,0.077168894,191,169,133,0,0,1
Instagram,1,115,1,416,639,0.65,1853,189,0.101941748,0.82850515,0.623758913,270,158,46,0,1,1
Instagram,1,142,1,455,710,0.639943741,4207,195,0.046340304,0.31403785,0.766430254,491,112,6,0,0,1
Twitter,0,200,1,419,710,0.58931083,813,198,0.243243243,0.278497311,0.296084507,103,50,114,0,1,1
Twitter,0,179,0,403,689,0.584057971,3375,190,0.056279621,0.241759548,0.690589675,431,35,109,1,1,1
Facebook,0,201,0,391,653,0.597859327,930,183,0.196562836,0.393261239,0.075790322,203,12,67,0,1,1
Twitter,1,107,1,376,727,0.516483516,4982,203,0.040738511,0.087231758,0.361428388,183,84,0,0,0,1
Facebook,1,222,0,405,727,0.556318681,4076,230,0.05641403,0.669129227,0.474131392,216,12,76,1,1,1
Facebook,0,52,1,390,719,0.541666667,3324,182,0.054736842,0.822226325,0.78196365,90,31,42,1,0,1
Facebook,0,214,1,380,676,0.561299852,175,217,1.232954545,0.66368228,0.338141709,197,132,17,0,0,1
Facebook,0,127,1,380,725,0.523415978,1364,231,0.169230769,0.42119969,0.453699792,470,11,86,0,0,1
Facebook,1,179,0,415,701,0.591168091,2896,166,0.057300656,0.288962247,0.628354018,398,186,72,1,1,1
Instagram,1,157,1,449,715,0.627094972,1038,193,0.185755534,0.409446165,0.624079962,38,168,106,0,1,1
Twitter,0,160,1,395,686,0.57496361,3012,205,0.0680385,0.423837485,0.517760203,196,36,5,1,0,1
Facebook,0,56,1,412,732,0.56207367,2091,207,0.098948375,0.666020828,0.32847471,470,67,143,1,1,1
Twitter,0,51,0,404,757,0.53298153,461,181,0.391774892,0.928060356,0.669924646,78,105,128,1,0,1
Twitter,1,136,0,411,748,0.548731642,2753,191,0.069353667,0.070586489,0.837154345,216,175,21,1,0,1
Facebook,1,181,0,412,717,0.573816156,149,207,1.38,0.953353593,0.15381409,315,170,45,0,0,1
Instagram,1,110,1,387,710,0.544303797,4434,184,0.041488162,0.910201284,0.340461783,93,92,148,1,1,1
Facebook,0,0,0,418,680,0.613803231,1134,190,0.167400881,0.1177323,0.668748402,171,40,50,0,1,1
Instagram,0,43,1,404,684,0.589781022,354,192,0.54084507,0.183585031,0.755775492,42,55,127,1,1,1
Twitter,1,226,0,420,660,0.635400908,1108,168,0.151487827,0.311595601,0.781459646,131,68,94,0,0,1
Instagram,0,74,1,422,683,0.616959064,2603,209,0.080261137,0.559666041,0.653272019,76,10,37,0,1,1
Instagram,1,97,0,380,746,0.508701473,2114,189,0.089361702,0.134476196,0.478270211,433,136,43,1,0,1
Instagram,0,207,1,387,667,0.579341317,4095,207,0.050537109,0.200334953,0.645799604,231,112,90,0,0,1
Twitter,0,8,0,391,743,0.525537634,3686,214,0.058041768,0.902675294,0.135044528,38,27,41,0,1,1
Twitter,0,31,0,409,728,0.561042524,3207,186,0.05798005,0.109300631,0.207761218,53,21,59,0,1,1
Instagram,0,14,0,408,713,0.571428571,1110,199,0.179117912,0.398878265,0.927531041,150,84,125,1,0,1
Instagram,1,139,1,410,715,0.572625698,4180,206,0.049270509,0.763001778,0.922170983,187,5,56,0,0,1
Facebook,0,224,0,411,721,0.569252078,1978,197,0.099545225,0.888583117,0.723883825,463,25,76,0,1,1
Instagram,1,236,0,409,697,0.585959885,227,192,0.842105263,0.336042563,0.327047209,418,143,95,1,1,1
Facebook,1,205,0,396,728,0.543209877,2940,211,0.071744305,0.164437505,0.648840004,309,13,6,1,0,1
Instagram,1,248,0,412,696,0.591104735,1013,203,0.200197239,0.737011659,0.687791609,185,34,50,0,1,1
Facebook,0,184,1,389,722,0.538035961,4116,182,0.044206947,0.772557759,0.515114937,317,41,110,1,1,1
Twitter,1,135,0,411,724,0.566896552,3107,187,0.06016731,0.980033444,0.748525827,463,52,31,1,0,1
Instagram,1,71,1,391,674,0.579259259,3937,202,0.051295074,0.139541851,0.029690928,431,99,6,1,1,1
Instagram,1,154,1,402,758,0.529644269,2803,209,0.074536377,0.709420883,0.256220796,134,149,75,0,0,1
Instagram,0,189,1,401,634,0.631496063,1467,179,0.121934605,0.417292538,0.794450371,172,180,142,1,1,1
Instagram,0,11,1,409,711,0.574438202,2989,184,0.061538462,0.914629438,0.938700444,268,193,58,1,0,1
Facebook,1,64,0,375,728,0.514403292,270,194,0.715867159,0.407830884,0.876087825,436,12,112,1,0,1
Instagram,0,106,1,408,674,0.604444444,3807,181,0.047531513,0.445960376,0.716493369,114,10,84,0,1,1
Twitter,1,231,1,395,710,0.555555556,1532,190,0.123939987,0.126796598,0.165496804,497,139,139,1,1,1
Twitter,1,41,1,416,665,0.624624625,304,216,0.708196721,0.320936785,0.368719516,220,96,76,0,1,1
Instagram,0,189,1,427,688,0.619738752,4906,213,0.043407377,0.40084047,0.050212689,38,85,38,1,1,1
Twitter,1,114,0,425,702,0.60455192,1933,192,0.099276112,0.017508754,0.639861803,339,52,62,0,0,1
Instagram,0,138,0,371,731,0.506830601,2041,198,0.096963761,0.437574468,0.449863236,241,8,129,1,1,1
Instagram,0,102,1,413,692,0.595959596,4022,189,0.046979866,0.336318551,0.573011877,220,70,28,1,1,1
Twitter,1,170,1,400,680,0.587371512,142,199,1.391608392,0.803839736,0.979352914,145,16,60,0,0,1
Instagram,0,94,1,389,685,0.567055394,809,173,0.213580247,0.107112613,0.402252445,405,188,28,0,0,1
Twitter,0,16,0,378,677,0.557522124,948,187,0.197049526,0.760211127,0.306710154,163,9,37,1,0,1
Facebook,1,224,0,417,681,0.61143695,3952,186,0.047052871,0.714011543,0.150604595,360,165,6,1,1,1
Instagram,1,159,0,410,701,0.584045584,3413,187,0.054774458,0.241782328,0.143609825,436,122,29,1,0,1
Facebook,0,249,0,438,721,0.606648199,2293,229,0.099825632,0.083271668,0.518573659,367,38,114,0,1,1
Twitter,0,220,0,389,716,0.542538354,766,194,0.252933507,0.841833446,0.749228095,483,109,3,1,0,1
Facebook,1,212,1,365,734,0.496598639,2924,168,0.057435897,0.249430043,0.564462463,327,88,4,1,1,1
Facebook,0,84,0,369,691,0.533236994,939,206,0.219148936,0.14556012,0.873292665,258,93,45,1,0,1
Twitter,0,167,0,427,765,0.557441253,2497,230,0.092073659,0.359036602,0.315872424,189,157,74,0,0,1
Facebook,0,150,1,403,703,0.572443182,3563,208,0.058361392,0.400882824,0.595046592,412,106,129,1,1,1
Facebook,0,55,0,398,704,0.564539007,1263,200,0.158227848,0.32608798,0.661241711,328,33,104,0,1,1
Twitter,0,133,0,388,706,0.548797737,543,198,0.363970588,0.976481113,0.280690277,263,32,53,0,1,1
Facebook,0,85,0,395,731,0.539617486,2680,193,0.071988064,0.880820669,0.396304106,221,159,107,1,0,1
Twitter,0,177,1,399,695,0.573275862,2955,200,0.067658999,0.872975496,0.590939874,331,11,58,0,1,1
Facebook,1,101,0,369,682,0.540263543,2932,184,0.062734402,0.398767591,0.020930649,173,86,32,0,0,1
Twitter,1,164,1,377,707,0.532485876,2782,186,0.066834351,0.96286964,0.886610915,91,92,21,1,1,1
Twitter,1,236,1,413,710,0.580872011,4240,209,0.04928083,0.684015296,0.111064048,439,106,46,1,1,1
Facebook,1,191,0,398,686,0.579330422,2992,202,0.067490812,0.831994669,0.0475579,105,192,133,1,0,1
Facebook,1,242,0,416,666,0.623688156,2613,199,0.076128539,0.500875125,0.215035287,244,9,23,0,0,1
Facebook,0,53,0,420,634,0.661417323,3649,200,0.054794521,0.160617293,0.502317963,304,124,116,0,1,1
Instagram,0,199,0,398,679,0.585294118,1200,186,0.154870941,0.886885505,0.328697404,42,18,125,0,0,1
Instagram,0,232,1,436,679,0.641176471,2118,207,0.097687588,0.486426739,0.440145608,393,22,50,1,1,1
Instagram,0,176,0,386,647,0.595679012,2681,178,0.066368382,0.968554909,0.084271099,396,127,117,0,1,1
Twitter,1,226,1,394,743,0.529569892,2849,181,0.063508772,0.254861011,0.23310463,440,84,40,1,1,1
Facebook,0,114,1,366,685,0.533527697,4689,201,0.042857143,0.992378991,0.097660796,257,184,66,1,1,1
Twitter,0,138,1,385,687,0.559593023,4663,204,0.04373928,0.222424682,0.229706587,320,106,88,0,1,1
Instagram,1,87,1,397,697,0.568767908,4787,197,0.041144528,0.368166758,0.703309027,85,98,91,0,1,1
Facebook,0,48,1,401,713,0.56162465,3682,208,0.056475699,0.594016523,0.575290795,96,58,120,0,1,1
Twitter,0,148,0,401,675,0.593195266,3496,191,0.054618244,0.693323059,0.333970925,463,181,80,1,1,1
Facebook,1,114,1,370,743,0.497311828,665,206,0.309309309,0.720282169,0.261227267,425,73,129,0,1,1
Twitter,0,193,1,381,723,0.526243094,4502,214,0.047523873,0.476252409,0.997527833,441,1,90,1,1,1
Facebook,0,62,0,440,698,0.629470672,3163,190,0.060050569,0.076826957,0.767867684,476,47,99,0,1,1
Instagram,0,103,0,400,715,0.558659218,3366,184,0.054648055,0.496048152,0.822044189,265,5,77,1,0,1
Instagram,0,82,1,424,694,0.610071942,1417,208,0.146685472,0.334687953,0.026364636,62,42,42,0,0,1
Facebook,0,102,1,416,649,0.64,3109,173,0.05562701,0.657655609,0.059586794,102,144,122,0,1,1
Twitter,1,155,0,396,713,0.554621849,517,203,0.391891892,0.182275584,0.712614471,253,126,31,1,1,1
Instagram,1,16,1,369,670,0.549925484,850,194,0.227967098,0.393912325,0.191832856,454,78,139,0,1,1
Instagram,1,5,0,399,743,0.536290323,1902,185,0.097214924,0.966119154,0.425655435,316,163,22,0,1,1
Instagram,1,146,0,388,711,0.54494382,908,197,0.216721672,0.088867399,0.18416658,0,151,143,1,0,1
Facebook,1,183,1,376,694,0.541007194,316,189,0.596214511,0.602334158,0.177071906,153,120,1,0,0,1
Facebook,1,229,0,396,683,0.578947368,3244,199,0.061325116,0.090648229,0.109076952,492,119,6,0,0,1
Twitter,0,27,1,398,693,0.573487032,1508,192,0.127236581,0.156995656,0.59426011,260,188,20,1,1,1
Twitter,1,193,1,414,701,0.58974359,4123,177,0.042919496,0.604934389,0.739301373,34,28,94,0,0,1
Twitter,1,37,1,444,729,0.608219178,1519,186,0.122368421,0.443995523,0.056844602,380,77,125,0,0,1
Facebook,0,118,0,430,687,0.625,4151,195,0.046965318,0.548498997,0.275551842,396,57,120,1,0,1
Facebook,0,36,1,400,676,0.59084195,1935,199,0.102789256,0.879872171,0.658368399,26,193,24,0,0,1
Twitter,1,114,0,378,759,0.497368421,4345,179,0.041187299,0.817240243,0.392316022,395,180,34,0,0,1
Twitter,0,243,1,380,695,0.545977011,1802,207,0.114808652,0.887981449,0.704665887,349,69,134,1,1,1
Facebook,1,67,1,380,716,0.529986053,2623,191,0.072789634,0.616254921,0.759228213,305,8,31,0,0,1
Twitter,0,213,0,419,671,0.623511905,857,186,0.216783217,0.48964317,0.032294036,223,169,52,0,0,1
Instagram,1,217,1,429,723,0.592541436,1877,187,0.099574015,0.459197582,0.380859778,186,38,68,0,0,1
Facebook,0,176,1,411,667,0.615269461,1526,190,0.124426981,0.739808556,0.72913895,158,196,24,1,1,1
Twitter,0,42,0,397,708,0.559943583,1417,206,0.145275035,0.521299878,0.378415984,68,121,94,0,0,1
Facebook,1,163,0,363,692,0.523809524,3480,182,0.052283826,0.105768796,0.005833203,164,167,85,0,0,1
Instagram,1,57,0,417,716,0.581589958,3872,193,0.049832171,0.141939024,0.336302932,257,58,101,1,1,1
Facebook,1,12,1,417,715,0.582402235,1795,202,0.11247216,0.357082768,0.872652756,101,43,76,1,1,1
Facebook,1,51,0,382,677,0.563421829,3066,206,0.067166612,0.067823372,0.951938894,454,64,129,0,0,1
Facebook,1,57,0,417,705,0.590651558,2721,201,0.073842763,0.239231219,0.560516643,192,10,85,0,0,1
Facebook,0,31,1,420,649,0.646153846,4205,190,0.045173562,0.656400853,0.306360103,258,90,60,1,0,1
Instagram,1,208,0,400,719,0.555555556,3677,204,0.055464927,0.012430312,0.466064248,403,83,136,1,1,1
Facebook,1,104,1,377,709,0.530985915,353,188,0.531073446,0.604092866,0.236203527,385,4,50,1,1,1
Facebook,0,227,1,366,697,0.524355301,3232,199,0.061552737,0.772356923,0.168125694,297,113,1,0,0,1
Twitter,0,246,0,399,734,0.542857143,1428,223,0.156053184,0.170153752,0.493535276,298,176,31,1,0,1
Facebook,1,187,1,376,756,0.49669749,2193,195,0.08887876,0.180968563,0.736683989,20,178,79,0,0,1
Twitter,0,237,0,381,665,0.572072072,1778,216,0.121416526,0.028856367,0.222464826,44,163,96,0,0,1
Instagram,0,82,0,383,640,0.5975039,3537,205,0.05794234,0.512450039,0.909537313,479,104,74,0,0,1
Instagram,1,185,0,409,693,0.589337176,1117,215,0.192307692,0.654587557,0.168227639,495,15,7,1,0,1
Instagram,0,98,0,417,669,0.62238806,2321,218,0.093884582,0.456909582,0.558411576,275,6,84,1,0,1
Instagram,0,237,1,373,648,0.574730354,534,196,0.36635514,0.38944881,0.776383259,170,43,120,1,0,1
Twitter,1,103,1,427,685,0.62244898,1218,207,0.169811321,0.454412817,0.213388483,177,25,19,1,1,1
Facebook,1,183,0,376,701,0.535612536,2989,219,0.073244147,0.781528219,0.296444447,222,35,148,0,0,1
Instagram,0,27,0,407,684,0.594160584,2229,193,0.086547085,0.033514307,0.051484249,298,180,6,0,0,1
Facebook,0,128,1,395,685,0.575801749,1980,197,0.099444725,0.783818561,0.943948397,480,91,120,1,1,1
Twitter,1,169,0,388,698,0.555078684,2077,196,0.094321463,0.666342116,0.486972193,23,171,121,0,1,1
Twitter,0,209,1,375,726,0.515818432,532,197,0.369606004,0.241426554,0.064306175,337,11,136,1,1,1
Twitter,0,47,0,372,735,0.505434783,3077,204,0.066276803,0.524739726,0.830126813,83,89,85,0,0,1
Instagram,0,39,1,404,718,0.561891516,1945,179,0.091983556,0.049290671,0.569344159,59,67,129,0,0,1
Facebook,1,96,1,393,733,0.535422343,4236,193,0.045551097,0.37958867,0.055284718,287,107,146,1,0,1
Facebook,0,190,1,390,676,0.576070901,3100,218,0.070299903,0.174042479,0.450896571,121,150,59,0,1,1
Facebook,0,203,0,376,716,0.524407252,4358,174,0.039917412,0.022300386,0.434403043,4,103,68,0,0,1
Twitter,1,199,0,380,672,0.564635958,3830,187,0.048812321,0.357089498,0.146081733,385,87,44,0,0,1
Instagram,0,215,0,374,693,0.538904899,4115,202,0.049076774,0.726112417,0.420372809,153,94,61,1,0,1
Twitter,0,207,0,386,716,0.538354254,2585,181,0.069992266,0.921021867,0.282807016,280,125,137,0,0,1
Twitter,1,113,0,369,708,0.52045134,1549,202,0.130322581,0.662263513,0.699941895,433,29,122,0,1,1
Facebook,1,131,1,427,741,0.575471698,1489,196,0.131543624,0.401970128,0.00549195,341,62,25,0,0,1
Twitter,1,165,1,409,684,0.597080292,3660,204,0.05572248,0.999496112,0.106375943,422,2,17,1,0,1
Facebook,1,235,1,364,731,0.49726776,228,204,0.890829694,0.282943508,0.918648809,85,161,58,0,0,1
Instagram,0,154,1,427,696,0.612625538,4472,191,0.042700648,0.187131433,0.433333327,74,101,148,1,0,1
Facebook,0,136,1,416,662,0.62745098,4832,213,0.044072005,0.463682269,0.176181975,266,91,45,1,1,1
Instagram,1,110,1,435,695,0.625,4353,195,0.044786403,0.504911415,0.793226437,190,176,11,0,0,1
Facebook,1,143,1,423,719,0.5875,4929,202,0.040973631,0.35482338,0.8515926,251,171,112,0,1,1
Twitter,0,183,0,388,718,0.539638387,4797,194,0.040433514,0.695499079,0.211214014,492,168,54,0,0,1
Twitter,1,75,1,439,715,0.613128492,699,203,0.29,0.183864412,0.713599992,67,47,9,0,0,1
Instagram,0,30,0,388,685,0.565597668,438,206,0.469248292,0.51033976,0.615135691,352,198,34,0,1,1
Instagram,1,215,1,422,729,0.578082192,1685,176,0.104389087,0.500126959,0.745056711,145,7,79,0,1,1
Instagram,0,118,1,420,700,0.59914408,2154,188,0.087238979,0.823786423,0.787898419,478,134,5,1,0,1
Facebook,1,141,0,392,754,0.519205298,4711,216,0.045840407,0.926968199,0.660935856,363,36,126,0,1,1
Facebook,1,236,1,367,673,0.544510386,2915,213,0.073045267,0.663265874,0.956216958,121,182,67,0,0,1
Instagram,0,24,0,400,724,0.551724138,3218,196,0.060888475,0.30537159,0.864226359,411,70,8,1,0,1
Twitter,1,33,1,436,665,0.654654655,960,186,0.193548387,0.68961102,0.228971488,41,177,70,0,1,1
Facebook,0,66,0,417,679,0.613235294,1840,184,0.099945682,0.251371129,0.913565796,315,81,133,0,0,1
Facebook,0,249,1,361,689,0.523188406,278,212,0.759856631,0.96654439,0.359597301,149,111,43,1,0,1
Facebook,0,151,0,402,701,0.572649573,4221,215,0.050923733,0.822362119,0.726541851,423,102,63,1,1,1
Instagram,0,117,0,420,665,0.630630631,3757,230,0.061202767,0.431190255,0.848010317,61,20,66,0,1,1
